Complaint_ID,Date,Description,Victim_ID,Crime_ID
30719,07-03-2023 22:00,VANDALISM,30719,496
30720,07-03-2023 23:00,DOMESTIC VIOLENCE,30720,215
30721,07-04-2023 00:00,EXTORTION,30721,516
30722,07-04-2023 01:00,FIREARM OFFENSE,30722,246
30723,07-04-2023 02:00,CYBERCRIME,30723,520
30724,07-04-2023 03:00,ASSAULT,30724,156
30725,07-04-2023 04:00,VANDALISM,30725,477
30726,07-04-2023 05:00,EXTORTION,30726,129
30727,07-04-2023 06:00,COUNTERFEITING,30727,519
30728,07-04-2023 07:00,ROBBERY,30728,587
30729,07-04-2023 08:00,FRAUD,30729,157
30730,07-04-2023 09:00,CYBERCRIME,30730,110
30731,07-04-2023 10:00,EXTORTION,30731,300
30732,07-04-2023 11:00,ASSAULT,30732,177
30733,07-04-2023 12:00,DRUG OFFENSE,30733,131
30734,07-04-2023 13:00,SEXUAL ASSAULT,30734,402
30735,07-04-2023 14:00,ASSAULT,30735,473
30736,07-04-2023 15:00,VEHICLE - STOLEN,30736,265
30737,07-04-2023 16:00,TRAFFIC VIOLATION,30737,253
30738,07-04-2023 17:00,PUBLIC INTOXICATION,30738,234
30739,07-04-2023 18:00,PUBLIC INTOXICATION,30739,483
30740,07-04-2023 19:00,ASSAULT,30740,397
30741,07-04-2023 20:00,VANDALISM,30741,279
30742,07-04-2023 21:00,VANDALISM,30742,535
30743,07-04-2023 22:00,ARSON,30743,420
30744,07-04-2023 23:00,EXTORTION,30744,522
30745,07-05-2023 00:00,TRAFFIC VIOLATION,30745,133
30746,07-05-2023 01:00,TRAFFIC VIOLATION,30746,136
30747,07-05-2023 02:00,KIDNAPPING,30747,363
30748,07-05-2023 03:00,VANDALISM,30748,106
30749,07-05-2023 04:00,BURGLARY,30749,351
30750,07-05-2023 05:00,IDENTITY THEFT,30750,227
30751,07-05-2023 06:00,IDENTITY THEFT,30751,467
30752,07-05-2023 07:00,PUBLIC INTOXICATION,30752,554
30753,07-05-2023 08:00,FRAUD,30753,193
30754,07-05-2023 09:00,EXTORTION,30754,572
30755,07-05-2023 10:00,FIREARM OFFENSE,30755,549
30756,07-05-2023 11:00,CYBERCRIME,30756,405
30757,07-05-2023 12:00,FRAUD,30757,125
30758,07-05-2023 13:00,BURGLARY,30758,543
30759,07-05-2023 14:00,HOMICIDE,30759,141
30760,07-05-2023 15:00,KIDNAPPING,30760,479
30761,07-05-2023 16:00,ASSAULT,30761,336
30762,07-05-2023 17:00,VEHICLE - STOLEN,30762,477
30763,07-05-2023 18:00,HOMICIDE,30763,295
30764,07-05-2023 19:00,BURGLARY,30764,473
30765,07-05-2023 20:00,BURGLARY,30765,227
30766,07-05-2023 21:00,FRAUD,30766,597
30767,07-05-2023 22:00,SEXUAL ASSAULT,30767,204
30768,07-05-2023 23:00,ARSON,30768,398
30769,07-06-2023 00:00,DOMESTIC VIOLENCE,30769,263
30770,07-06-2023 01:00,FIREARM OFFENSE,30770,433
30771,07-06-2023 02:00,FIREARM OFFENSE,30771,579
30772,07-06-2023 03:00,TRAFFIC VIOLATION,30772,599
30773,07-06-2023 04:00,IDENTITY THEFT,30773,450
30774,07-06-2023 05:00,TRAFFIC VIOLATION,30774,539
30775,07-06-2023 06:00,VEHICLE - STOLEN,30775,343
30776,07-06-2023 07:00,COUNTERFEITING,30776,531
30777,07-06-2023 08:00,ILLEGAL POSSESSION,30777,454
30778,07-06-2023 09:00,BURGLARY,30778,271
30779,07-06-2023 10:00,SHOPLIFTING,30779,200
30780,07-06-2023 11:00,CYBERCRIME,30780,183
30781,07-06-2023 12:00,EXTORTION,30781,166
30782,07-06-2023 13:00,ROBBERY,30782,205
30783,07-06-2023 14:00,DRUG OFFENSE,30783,494
30784,07-06-2023 15:00,BURGLARY,30784,360
30785,07-06-2023 16:00,DRUG OFFENSE,30785,384
30786,07-06-2023 17:00,COUNTERFEITING,30786,311
30787,07-06-2023 18:00,CYBERCRIME,30787,165
30788,07-06-2023 19:00,SHOPLIFTING,30788,248
30789,07-06-2023 20:00,CYBERCRIME,30789,378
30790,07-06-2023 21:00,CYBERCRIME,30790,527
30791,07-06-2023 22:00,KIDNAPPING,30791,363
30792,07-06-2023 23:00,SEXUAL ASSAULT,30792,270
30793,07-07-2023 00:00,FIREARM OFFENSE,30793,573
30794,07-07-2023 01:00,COUNTERFEITING,30794,181
30795,07-07-2023 02:00,PUBLIC INTOXICATION,30795,597
30796,07-07-2023 03:00,EXTORTION,30796,564
30797,07-07-2023 04:00,ROBBERY,30797,105
30798,07-07-2023 05:00,KIDNAPPING,30798,199
30799,07-07-2023 06:00,ASSAULT,30799,139
30800,07-07-2023 07:00,ASSAULT,30800,433
30801,07-07-2023 08:00,VANDALISM,30801,388
30802,07-07-2023 09:00,EXTORTION,30802,119
30803,07-07-2023 10:00,ARSON,30803,473
30804,07-07-2023 11:00,ROBBERY,30804,259
30805,07-07-2023 12:00,ARSON,30805,313
30806,07-07-2023 13:00,VANDALISM,30806,130
30807,07-07-2023 14:00,VEHICLE - STOLEN,30807,124
30808,07-07-2023 15:00,COUNTERFEITING,30808,577
30809,07-07-2023 16:00,CYBERCRIME,30809,413
30810,07-07-2023 17:00,SHOPLIFTING,30810,207
30811,07-07-2023 18:00,CYBERCRIME,30811,327
30812,07-07-2023 19:00,ARSON,30812,332
30813,07-07-2023 20:00,PUBLIC INTOXICATION,30813,556
30814,07-07-2023 21:00,SEXUAL ASSAULT,30814,403
30815,07-07-2023 22:00,EXTORTION,30815,125
30816,07-07-2023 23:00,ROBBERY,30816,357
30817,07-08-2023 00:00,BURGLARY,30817,455
30818,07-08-2023 01:00,ILLEGAL POSSESSION,30818,413
30819,07-08-2023 02:00,DRUG OFFENSE,30819,533
30820,07-08-2023 03:00,KIDNAPPING,30820,462
30821,07-08-2023 04:00,PUBLIC INTOXICATION,30821,162
30822,07-08-2023 05:00,VEHICLE - STOLEN,30822,440
30823,07-08-2023 06:00,HOMICIDE,30823,115
30824,07-08-2023 07:00,COUNTERFEITING,30824,227
30825,07-08-2023 08:00,KIDNAPPING,30825,469
30826,07-08-2023 09:00,DOMESTIC VIOLENCE,30826,127
30827,07-08-2023 10:00,ASSAULT,30827,347
30828,07-08-2023 11:00,ILLEGAL POSSESSION,30828,201
30829,07-08-2023 12:00,BURGLARY,30829,351
30830,07-08-2023 13:00,SHOPLIFTING,30830,422
30831,07-08-2023 14:00,FRAUD,30831,479
30832,07-08-2023 15:00,KIDNAPPING,30832,525
30833,07-08-2023 16:00,FIREARM OFFENSE,30833,354
30834,07-08-2023 17:00,ILLEGAL POSSESSION,30834,362
30835,07-08-2023 18:00,ARSON,30835,382
30836,07-08-2023 19:00,FIREARM OFFENSE,30836,186
30837,07-08-2023 20:00,BURGLARY,30837,577
30838,07-08-2023 21:00,ILLEGAL POSSESSION,30838,448
30839,07-08-2023 22:00,TRAFFIC VIOLATION,30839,596
30840,07-08-2023 23:00,ASSAULT,30840,579
30841,07-09-2023 00:00,FIREARM OFFENSE,30841,137
30842,07-09-2023 01:00,HOMICIDE,30842,424
30843,07-09-2023 02:00,ASSAULT,30843,599
30844,07-09-2023 03:00,VANDALISM,30844,173
30845,07-09-2023 04:00,EXTORTION,30845,368
30846,07-09-2023 05:00,FIREARM OFFENSE,30846,302
30847,07-09-2023 06:00,DRUG OFFENSE,30847,372
30848,07-09-2023 07:00,IDENTITY THEFT,30848,190
30849,07-09-2023 08:00,PUBLIC INTOXICATION,30849,157
30850,07-09-2023 09:00,ASSAULT,30850,265
30851,07-09-2023 10:00,VANDALISM,30851,575
30852,07-09-2023 11:00,DOMESTIC VIOLENCE,30852,284
30853,07-09-2023 12:00,KIDNAPPING,30853,515
30854,07-09-2023 13:00,BURGLARY,30854,492
30855,07-09-2023 14:00,DRUG OFFENSE,30855,281
30856,07-09-2023 15:00,ASSAULT,30856,508
30857,07-09-2023 16:00,EXTORTION,30857,415
30858,07-09-2023 17:00,VEHICLE - STOLEN,30858,220
30859,07-09-2023 18:00,DOMESTIC VIOLENCE,30859,288
30860,07-09-2023 19:00,EXTORTION,30860,502
30861,07-09-2023 20:00,KIDNAPPING,30861,467
30862,07-09-2023 21:00,SHOPLIFTING,30862,438
30863,07-09-2023 22:00,VEHICLE - STOLEN,30863,239
30864,07-09-2023 23:00,EXTORTION,30864,479
30865,07-10-2023 00:00,ILLEGAL POSSESSION,30865,142
30866,07-10-2023 01:00,PUBLIC INTOXICATION,30866,323
30867,07-10-2023 02:00,DOMESTIC VIOLENCE,30867,150
30868,07-10-2023 03:00,IDENTITY THEFT,30868,511
30869,07-10-2023 04:00,COUNTERFEITING,30869,112
30870,07-10-2023 05:00,ASSAULT,30870,501
30871,07-10-2023 06:00,ROBBERY,30871,474
30872,07-10-2023 07:00,SEXUAL ASSAULT,30872,450
30873,07-10-2023 08:00,FRAUD,30873,547
30874,07-10-2023 09:00,TRAFFIC VIOLATION,30874,263
30875,07-10-2023 10:00,CYBERCRIME,30875,300
30876,07-10-2023 11:00,PUBLIC INTOXICATION,30876,362
30877,07-10-2023 12:00,TRAFFIC VIOLATION,30877,471
30878,07-10-2023 13:00,VANDALISM,30878,285
30879,07-10-2023 14:00,PUBLIC INTOXICATION,30879,398
30880,07-10-2023 15:00,TRAFFIC VIOLATION,30880,256
30881,07-10-2023 16:00,CYBERCRIME,30881,163
30882,07-10-2023 17:00,ARSON,30882,594
30883,07-10-2023 18:00,IDENTITY THEFT,30883,332
30884,07-10-2023 19:00,IDENTITY THEFT,30884,596
30885,07-10-2023 20:00,FRAUD,30885,357
30886,07-10-2023 21:00,SHOPLIFTING,30886,205
30887,07-10-2023 22:00,VANDALISM,30887,252
30888,07-10-2023 23:00,PUBLIC INTOXICATION,30888,251
30889,07-11-2023 00:00,ILLEGAL POSSESSION,30889,427
30890,07-11-2023 01:00,VEHICLE - STOLEN,30890,457
30891,07-11-2023 02:00,VANDALISM,30891,121
30892,07-11-2023 03:00,TRAFFIC VIOLATION,30892,476
30893,07-11-2023 04:00,EXTORTION,30893,165
30894,07-11-2023 05:00,PUBLIC INTOXICATION,30894,203
30895,07-11-2023 06:00,ASSAULT,30895,283
30896,07-11-2023 07:00,IDENTITY THEFT,30896,337
30897,07-11-2023 08:00,SHOPLIFTING,30897,320
30898,07-11-2023 09:00,DRUG OFFENSE,30898,476
30899,07-11-2023 10:00,VEHICLE - STOLEN,30899,284
30900,07-11-2023 11:00,PUBLIC INTOXICATION,30900,255
30901,07-11-2023 12:00,HOMICIDE,30901,349
30902,07-11-2023 13:00,KIDNAPPING,30902,519
30903,07-11-2023 14:00,DRUG OFFENSE,30903,231
30904,07-11-2023 15:00,KIDNAPPING,30904,222
30905,07-11-2023 16:00,FIREARM OFFENSE,30905,267
30906,07-11-2023 17:00,PUBLIC INTOXICATION,30906,316
30907,07-11-2023 18:00,FIREARM OFFENSE,30907,539
30908,07-11-2023 19:00,SHOPLIFTING,30908,256
30909,07-11-2023 20:00,DRUG OFFENSE,30909,342
30910,07-11-2023 21:00,VANDALISM,30910,304
30911,07-11-2023 22:00,COUNTERFEITING,30911,144
30912,07-11-2023 23:00,SHOPLIFTING,30912,373
30913,07-12-2023 00:00,ASSAULT,30913,470
30914,07-12-2023 01:00,FIREARM OFFENSE,30914,474
30915,07-12-2023 02:00,SEXUAL ASSAULT,30915,519
30916,07-12-2023 03:00,EXTORTION,30916,321
30917,07-12-2023 04:00,ASSAULT,30917,458
30918,07-12-2023 05:00,BURGLARY,30918,414
30919,07-12-2023 06:00,VANDALISM,30919,379
30920,07-12-2023 07:00,ILLEGAL POSSESSION,30920,385
30921,07-12-2023 08:00,HOMICIDE,30921,428
30922,07-12-2023 09:00,COUNTERFEITING,30922,211
30923,07-12-2023 10:00,CYBERCRIME,30923,596
30924,07-12-2023 11:00,VANDALISM,30924,126
30925,07-12-2023 12:00,FRAUD,30925,138
30926,07-12-2023 13:00,BURGLARY,30926,122
30927,07-12-2023 14:00,IDENTITY THEFT,30927,376
30928,07-12-2023 15:00,DRUG OFFENSE,30928,190
30929,07-12-2023 16:00,DOMESTIC VIOLENCE,30929,369
30930,07-12-2023 17:00,VANDALISM,30930,139
30931,07-12-2023 18:00,SHOPLIFTING,30931,486
30932,07-12-2023 19:00,FRAUD,30932,591
30933,07-12-2023 20:00,ROBBERY,30933,142
30934,07-12-2023 21:00,KIDNAPPING,30934,435
30935,07-12-2023 22:00,FRAUD,30935,302
30936,07-12-2023 23:00,FRAUD,30936,100
30937,07-13-2023 00:00,EXTORTION,30937,374
30938,07-13-2023 01:00,TRAFFIC VIOLATION,30938,546
30939,07-13-2023 02:00,TRAFFIC VIOLATION,30939,144
30940,07-13-2023 03:00,ASSAULT,30940,561
30941,07-13-2023 04:00,FIREARM OFFENSE,30941,534
30942,07-13-2023 05:00,ASSAULT,30942,202
30943,07-13-2023 06:00,SEXUAL ASSAULT,30943,150
30944,07-13-2023 07:00,PUBLIC INTOXICATION,30944,538
30945,07-13-2023 08:00,FIREARM OFFENSE,30945,534
30946,07-13-2023 09:00,COUNTERFEITING,30946,145
30947,07-13-2023 10:00,HOMICIDE,30947,409
30948,07-13-2023 11:00,ILLEGAL POSSESSION,30948,260
30949,07-13-2023 12:00,VEHICLE - STOLEN,30949,302
30950,07-13-2023 13:00,IDENTITY THEFT,30950,515
30951,07-13-2023 14:00,BURGLARY,30951,325
30952,07-13-2023 15:00,SHOPLIFTING,30952,133
30953,07-13-2023 16:00,IDENTITY THEFT,30953,114
30954,07-13-2023 17:00,ILLEGAL POSSESSION,30954,390
30955,07-13-2023 18:00,TRAFFIC VIOLATION,30955,334
30956,07-13-2023 19:00,ASSAULT,30956,530
30957,07-13-2023 20:00,KIDNAPPING,30957,468
30958,07-13-2023 21:00,SHOPLIFTING,30958,583
30959,07-13-2023 22:00,SEXUAL ASSAULT,30959,372
30960,07-13-2023 23:00,FRAUD,30960,554
30961,07-14-2023 00:00,BURGLARY,30961,495
30962,07-14-2023 01:00,ROBBERY,30962,507
30963,07-14-2023 02:00,COUNTERFEITING,30963,538
30964,07-14-2023 03:00,VEHICLE - STOLEN,30964,381
30965,07-14-2023 04:00,FRAUD,30965,138
30966,07-14-2023 05:00,PUBLIC INTOXICATION,30966,340
30967,07-14-2023 06:00,HOMICIDE,30967,235
30968,07-14-2023 07:00,PUBLIC INTOXICATION,30968,339
30969,07-14-2023 08:00,IDENTITY THEFT,30969,297
30970,07-14-2023 09:00,ROBBERY,30970,376
30971,07-14-2023 10:00,BURGLARY,30971,142
30972,07-14-2023 11:00,ASSAULT,30972,214
30973,07-14-2023 12:00,BURGLARY,30973,547
30974,07-14-2023 13:00,SHOPLIFTING,30974,383
30975,07-14-2023 14:00,PUBLIC INTOXICATION,30975,385
30976,07-14-2023 15:00,TRAFFIC VIOLATION,30976,220
30977,07-14-2023 16:00,CYBERCRIME,30977,430
30978,07-14-2023 17:00,PUBLIC INTOXICATION,30978,557
30979,07-14-2023 18:00,TRAFFIC VIOLATION,30979,368
30980,07-14-2023 19:00,KIDNAPPING,30980,148
30981,07-14-2023 20:00,BURGLARY,30981,120
30982,07-14-2023 21:00,ILLEGAL POSSESSION,30982,202
30983,07-14-2023 22:00,VEHICLE - STOLEN,30983,545
30984,07-14-2023 23:00,ILLEGAL POSSESSION,30984,469
30985,07-15-2023 00:00,TRAFFIC VIOLATION,30985,210
30986,07-15-2023 01:00,ROBBERY,30986,493
30987,07-15-2023 02:00,ROBBERY,30987,358
30988,07-15-2023 03:00,PUBLIC INTOXICATION,30988,289
30989,07-15-2023 04:00,EXTORTION,30989,383
30990,07-15-2023 05:00,KIDNAPPING,30990,142
30991,07-15-2023 06:00,COUNTERFEITING,30991,587
30992,07-15-2023 07:00,KIDNAPPING,30992,500
30993,07-15-2023 08:00,ILLEGAL POSSESSION,30993,584
30994,07-15-2023 09:00,ARSON,30994,145
30995,07-15-2023 10:00,SEXUAL ASSAULT,30995,416
30996,07-15-2023 11:00,SEXUAL ASSAULT,30996,240
30997,07-15-2023 12:00,DRUG OFFENSE,30997,559
30998,07-15-2023 13:00,ILLEGAL POSSESSION,30998,143
30999,07-15-2023 14:00,DRUG OFFENSE,30999,122
31000,07-15-2023 15:00,DOMESTIC VIOLENCE,31000,290
31001,07-15-2023 16:00,ARSON,31001,525
31002,07-15-2023 17:00,BURGLARY,31002,362
31003,07-15-2023 18:00,EXTORTION,31003,353
31004,07-15-2023 19:00,KIDNAPPING,31004,194
31005,07-15-2023 20:00,SEXUAL ASSAULT,31005,464
31006,07-15-2023 21:00,TRAFFIC VIOLATION,31006,286
31007,07-15-2023 22:00,ILLEGAL POSSESSION,31007,400
31008,07-15-2023 23:00,ROBBERY,31008,404
31009,07-16-2023 00:00,EXTORTION,31009,257
31010,07-16-2023 01:00,COUNTERFEITING,31010,243
31011,07-16-2023 02:00,HOMICIDE,31011,356
31012,07-16-2023 03:00,DRUG OFFENSE,31012,424
31013,07-16-2023 04:00,PUBLIC INTOXICATION,31013,243
31014,07-16-2023 05:00,VEHICLE - STOLEN,31014,435
31015,07-16-2023 06:00,TRAFFIC VIOLATION,31015,423
31016,07-16-2023 07:00,SHOPLIFTING,31016,335
31017,07-16-2023 08:00,ILLEGAL POSSESSION,31017,153
31018,07-16-2023 09:00,ARSON,31018,457
31019,07-16-2023 10:00,DOMESTIC VIOLENCE,31019,150
31020,07-16-2023 11:00,TRAFFIC VIOLATION,31020,376
31021,07-16-2023 12:00,BURGLARY,31021,292
31022,07-16-2023 13:00,VEHICLE - STOLEN,31022,192
31023,07-16-2023 14:00,SEXUAL ASSAULT,31023,553
31024,07-16-2023 15:00,ASSAULT,31024,449
31025,07-16-2023 16:00,HOMICIDE,31025,458
31026,07-16-2023 17:00,ARSON,31026,153
31027,07-16-2023 18:00,DOMESTIC VIOLENCE,31027,582
31028,07-16-2023 19:00,PUBLIC INTOXICATION,31028,120
31029,07-16-2023 20:00,DRUG OFFENSE,31029,531
31030,07-16-2023 21:00,COUNTERFEITING,31030,493
31031,07-16-2023 22:00,VEHICLE - STOLEN,31031,271
31032,07-16-2023 23:00,BURGLARY,31032,141
31033,07-17-2023 00:00,HOMICIDE,31033,171
31034,07-17-2023 01:00,FIREARM OFFENSE,31034,599
31035,07-17-2023 02:00,IDENTITY THEFT,31035,280
31036,07-17-2023 03:00,KIDNAPPING,31036,460
31037,07-17-2023 04:00,ROBBERY,31037,114
31038,07-17-2023 05:00,FIREARM OFFENSE,31038,585
31039,07-17-2023 06:00,EXTORTION,31039,520
31040,07-17-2023 07:00,ILLEGAL POSSESSION,31040,101
31041,07-17-2023 08:00,FRAUD,31041,464
31042,07-17-2023 09:00,SHOPLIFTING,31042,133
31043,07-17-2023 10:00,EXTORTION,31043,576
31044,07-17-2023 11:00,DOMESTIC VIOLENCE,31044,414
31045,07-17-2023 12:00,EXTORTION,31045,365
31046,07-17-2023 13:00,ARSON,31046,143
31047,07-17-2023 14:00,PUBLIC INTOXICATION,31047,421
31048,07-17-2023 15:00,ROBBERY,31048,238
31049,07-17-2023 16:00,TRAFFIC VIOLATION,31049,439
31050,07-17-2023 17:00,ROBBERY,31050,440
31051,07-17-2023 18:00,EXTORTION,31051,187
31052,07-17-2023 19:00,VEHICLE - STOLEN,31052,531
31053,07-17-2023 20:00,EXTORTION,31053,419
31054,07-17-2023 21:00,ARSON,31054,358
31055,07-17-2023 22:00,EXTORTION,31055,175
31056,07-17-2023 23:00,COUNTERFEITING,31056,344
31057,07-18-2023 00:00,ASSAULT,31057,520
31058,07-18-2023 01:00,FRAUD,31058,308
31059,07-18-2023 02:00,EXTORTION,31059,516
31060,07-18-2023 03:00,TRAFFIC VIOLATION,31060,457
31061,07-18-2023 04:00,CYBERCRIME,31061,341
31062,07-18-2023 05:00,VEHICLE - STOLEN,31062,295
31063,07-18-2023 06:00,COUNTERFEITING,31063,119
31064,07-18-2023 07:00,TRAFFIC VIOLATION,31064,388
31065,07-18-2023 08:00,SHOPLIFTING,31065,528
31066,07-18-2023 09:00,VEHICLE - STOLEN,31066,510
31067,07-18-2023 10:00,VANDALISM,31067,184
31068,07-18-2023 11:00,DRUG OFFENSE,31068,159
31069,07-18-2023 12:00,IDENTITY THEFT,31069,562
31070,07-18-2023 13:00,SEXUAL ASSAULT,31070,375
31071,07-18-2023 14:00,FRAUD,31071,577
31072,07-18-2023 15:00,BURGLARY,31072,132
31073,07-18-2023 16:00,VEHICLE - STOLEN,31073,331
31074,07-18-2023 17:00,DRUG OFFENSE,31074,155
31075,07-18-2023 18:00,ROBBERY,31075,442
31076,07-18-2023 19:00,ILLEGAL POSSESSION,31076,360
31077,07-18-2023 20:00,KIDNAPPING,31077,567
31078,07-18-2023 21:00,SEXUAL ASSAULT,31078,536
31079,07-18-2023 22:00,ARSON,31079,198
31080,07-18-2023 23:00,KIDNAPPING,31080,475
31081,07-19-2023 00:00,SHOPLIFTING,31081,176
31082,07-19-2023 01:00,ILLEGAL POSSESSION,31082,369
31083,07-19-2023 02:00,SHOPLIFTING,31083,428
31084,07-19-2023 03:00,ILLEGAL POSSESSION,31084,306
31085,07-19-2023 04:00,ILLEGAL POSSESSION,31085,576
31086,07-19-2023 05:00,VANDALISM,31086,577
31087,07-19-2023 06:00,PUBLIC INTOXICATION,31087,517
31088,07-19-2023 07:00,BURGLARY,31088,572
31089,07-19-2023 08:00,ROBBERY,31089,405
31090,07-19-2023 09:00,SEXUAL ASSAULT,31090,183
31091,07-19-2023 10:00,HOMICIDE,31091,590
31092,07-19-2023 11:00,COUNTERFEITING,31092,582
31093,07-19-2023 12:00,SHOPLIFTING,31093,250
31094,07-19-2023 13:00,KIDNAPPING,31094,253
31095,07-19-2023 14:00,HOMICIDE,31095,214
31096,07-19-2023 15:00,FIREARM OFFENSE,31096,212
31097,07-19-2023 16:00,ROBBERY,31097,260
31098,07-19-2023 17:00,EXTORTION,31098,526
31099,07-19-2023 18:00,KIDNAPPING,31099,175
31100,07-19-2023 19:00,IDENTITY THEFT,31100,462
31101,07-19-2023 20:00,ARSON,31101,310
31102,07-19-2023 21:00,COUNTERFEITING,31102,461
31103,07-19-2023 22:00,VANDALISM,31103,296
31104,07-19-2023 23:00,EXTORTION,31104,540
31105,07-20-2023 00:00,VANDALISM,31105,541
31106,07-20-2023 01:00,PUBLIC INTOXICATION,31106,582
31107,07-20-2023 02:00,CYBERCRIME,31107,530
31108,07-20-2023 03:00,KIDNAPPING,31108,301
31109,07-20-2023 04:00,BURGLARY,31109,193
31110,07-20-2023 05:00,KIDNAPPING,31110,490
31111,07-20-2023 06:00,CYBERCRIME,31111,531
31112,07-20-2023 07:00,TRAFFIC VIOLATION,31112,238
31113,07-20-2023 08:00,EXTORTION,31113,208
31114,07-20-2023 09:00,ILLEGAL POSSESSION,31114,203
31115,07-20-2023 10:00,ILLEGAL POSSESSION,31115,284
31116,07-20-2023 11:00,VEHICLE - STOLEN,31116,482
31117,07-20-2023 12:00,PUBLIC INTOXICATION,31117,551
31118,07-20-2023 13:00,DRUG OFFENSE,31118,280
31119,07-20-2023 14:00,COUNTERFEITING,31119,378
31120,07-20-2023 15:00,KIDNAPPING,31120,562
31121,07-20-2023 16:00,COUNTERFEITING,31121,538
31122,07-20-2023 17:00,DOMESTIC VIOLENCE,31122,306
31123,07-20-2023 18:00,SHOPLIFTING,31123,456
31124,07-20-2023 19:00,ASSAULT,31124,135
31125,07-20-2023 20:00,ROBBERY,31125,593
31126,07-20-2023 21:00,DRUG OFFENSE,31126,472
31127,07-20-2023 22:00,EXTORTION,31127,337
31128,07-20-2023 23:00,ARSON,31128,170
31129,07-21-2023 00:00,PUBLIC INTOXICATION,31129,518
31130,07-21-2023 01:00,BURGLARY,31130,592
31131,07-21-2023 02:00,PUBLIC INTOXICATION,31131,342
31132,07-21-2023 03:00,DOMESTIC VIOLENCE,31132,398
31133,07-21-2023 04:00,ASSAULT,31133,157
31134,07-21-2023 05:00,EXTORTION,31134,220
31135,07-21-2023 06:00,ROBBERY,31135,447
31136,07-21-2023 07:00,BURGLARY,31136,319
31137,07-21-2023 08:00,EXTORTION,31137,109
31138,07-21-2023 09:00,VEHICLE - STOLEN,31138,242
31139,07-21-2023 10:00,IDENTITY THEFT,31139,461
31140,07-21-2023 11:00,ROBBERY,31140,171
31141,07-21-2023 12:00,IDENTITY THEFT,31141,272
31142,07-21-2023 13:00,TRAFFIC VIOLATION,31142,341
31143,07-21-2023 14:00,SHOPLIFTING,31143,343
31144,07-21-2023 15:00,ARSON,31144,198
31145,07-21-2023 16:00,DOMESTIC VIOLENCE,31145,395
31146,07-21-2023 17:00,ROBBERY,31146,598
31147,07-21-2023 18:00,DRUG OFFENSE,31147,460
31148,07-21-2023 19:00,EXTORTION,31148,351
31149,07-21-2023 20:00,DRUG OFFENSE,31149,172
31150,07-21-2023 21:00,VEHICLE - STOLEN,31150,315
31151,07-21-2023 22:00,COUNTERFEITING,31151,174
31152,07-21-2023 23:00,COUNTERFEITING,31152,268
31153,07-22-2023 00:00,SEXUAL ASSAULT,31153,368
31154,07-22-2023 01:00,EXTORTION,31154,493
31155,07-22-2023 02:00,DRUG OFFENSE,31155,248
31156,07-22-2023 03:00,BURGLARY,31156,279
31157,07-22-2023 04:00,ASSAULT,31157,145
31158,07-22-2023 05:00,VEHICLE - STOLEN,31158,496
31159,07-22-2023 06:00,BURGLARY,31159,432
31160,07-22-2023 07:00,EXTORTION,31160,303
31161,07-22-2023 08:00,VANDALISM,31161,238
31162,07-22-2023 09:00,ASSAULT,31162,391
31163,07-22-2023 10:00,ILLEGAL POSSESSION,31163,267
31164,07-22-2023 11:00,ASSAULT,31164,273
31165,07-22-2023 12:00,DRUG OFFENSE,31165,548
31166,07-22-2023 13:00,FIREARM OFFENSE,31166,428
31167,07-22-2023 14:00,DRUG OFFENSE,31167,201
31168,07-22-2023 15:00,ROBBERY,31168,320
31169,07-22-2023 16:00,VEHICLE - STOLEN,31169,471
31170,07-22-2023 17:00,ASSAULT,31170,454
31171,07-22-2023 18:00,FRAUD,31171,123
31172,07-22-2023 19:00,SEXUAL ASSAULT,31172,485
31173,07-22-2023 20:00,EXTORTION,31173,182
31174,07-22-2023 21:00,DOMESTIC VIOLENCE,31174,501
31175,07-22-2023 22:00,SHOPLIFTING,31175,595
31176,07-22-2023 23:00,EXTORTION,31176,275
31177,07-23-2023 00:00,ROBBERY,31177,416
31178,07-23-2023 01:00,FIREARM OFFENSE,31178,439
31179,07-23-2023 02:00,TRAFFIC VIOLATION,31179,339
31180,07-23-2023 03:00,COUNTERFEITING,31180,232
31181,07-23-2023 04:00,HOMICIDE,31181,589
31182,07-23-2023 05:00,ILLEGAL POSSESSION,31182,538
31183,07-23-2023 06:00,VEHICLE - STOLEN,31183,293
31184,07-23-2023 07:00,DOMESTIC VIOLENCE,31184,377
31185,07-23-2023 08:00,BURGLARY,31185,524
31186,07-23-2023 09:00,ILLEGAL POSSESSION,31186,338
31187,07-23-2023 10:00,DRUG OFFENSE,31187,595
31188,07-23-2023 11:00,IDENTITY THEFT,31188,353
31189,07-23-2023 12:00,VANDALISM,31189,206
31190,07-23-2023 13:00,HOMICIDE,31190,261
31191,07-23-2023 14:00,FIREARM OFFENSE,31191,267
31192,07-23-2023 15:00,EXTORTION,31192,512
31193,07-23-2023 16:00,ARSON,31193,461
31194,07-23-2023 17:00,ARSON,31194,362
31195,07-23-2023 18:00,DOMESTIC VIOLENCE,31195,535
31196,07-23-2023 19:00,FIREARM OFFENSE,31196,335
31197,07-23-2023 20:00,ILLEGAL POSSESSION,31197,360
31198,07-23-2023 21:00,KIDNAPPING,31198,200
31199,07-23-2023 22:00,VANDALISM,31199,236
31200,07-23-2023 23:00,SEXUAL ASSAULT,31200,483
31201,07-24-2023 00:00,COUNTERFEITING,31201,596
