FIR_Suspects_ID,FIR_ID,Suspect_ID,Reason_For_Suspicion,Date_Linked
20585,13178,13134,Seen near crime scene,2019-10-13
20586,32004,1348,Witness testimony,2022-12-16
20587,32004,10898,Witness testimony,2020-02-22
20588,27328,22474,Suspicious behaviour reported,2019-02-23
20589,30982,20773,Phone call records,2023-01-12
20590,30982,5782,Suspicious behaviour reported,2020-10-05
20591,40034,4717,Witness testimony,2021-08-31
20592,40034,11274,Phone call records,2019-10-25
20593,4305,26722,Prior criminal record,2022-09-27
20594,31100,6446,Prior criminal record,2021-08-15
20595,32139,13755,Seen near crime scene,2021-02-08
20596,38088,16003,Suspicious behaviour reported,2023-10-05
20597,28870,10464,Phone call records,2020-03-01
20598,28870,9475,Suspicious behaviour reported,2021-06-26
20599,14055,1839,Witness testimony,2021-05-24
20600,14055,25690,Seen near crime scene,2019-12-10
20601,36016,7896,Witness testimony,2019-06-08
20602,17450,24235,CCTV footage,2020-06-10
20603,12556,20807,Suspicious behaviour reported,2020-05-13
20604,27126,17488,Phone call records,2019-09-01
20605,7409,9014,CCTV footage,2019-10-19
20606,24705,14075,CCTV footage,2022-03-06
20607,31341,30153,Suspicious behaviour reported,2021-10-27
20608,35608,470,Witness testimony,2019-05-06
20609,24954,9984,Prior criminal record,2020-09-26
20610,9082,19650,CCTV footage,2021-03-02
20611,30803,28200,Prior criminal record,2020-06-15
20612,37913,30376,Prior criminal record,2020-08-27
20613,11360,22817,Prior criminal record,2022-02-12
20614,18734,1005,Witness testimony,2021-04-23
20615,7744,12036,Phone call records,2023-05-25
20616,23438,16704,Prior criminal record,2023-01-27
20617,36715,14346,CCTV footage,2023-03-21
20618,36715,30430,Witness testimony,2019-07-19
20619,35199,23172,CCTV footage,2022-04-23
20620,28295,28925,Phone call records,2020-03-01
20621,22303,15181,Seen near crime scene,2023-02-06
20622,22303,9509,Phone call records,2020-10-18
20623,25425,13469,Seen near crime scene,2020-08-17
20624,24647,25925,Suspicious behaviour reported,2022-03-12
20625,23313,27690,Suspicious behaviour reported,2020-02-17
20626,23165,13007,Prior criminal record,2020-11-27
20627,28765,25559,Prior criminal record,2023-09-23
20628,38921,13954,Witness testimony,2019-10-10
20629,38921,16286,Suspicious behaviour reported,2020-04-24
20630,17031,21905,Seen near crime scene,2023-07-11
20631,36256,4795,Seen near crime scene,2023-05-15
20632,23752,31027,Prior criminal record,2020-12-10
20633,11744,7487,Prior criminal record,2020-04-19
20634,23899,10216,Seen near crime scene,2023-01-11
20635,19851,6525,Phone call records,2021-03-21
20636,13775,15199,Phone call records,2019-03-26
20637,5338,20714,CCTV footage,2021-10-08
20638,5338,17845,Seen near crime scene,2021-06-01
20639,22578,17982,Prior criminal record,2020-11-22
20640,8008,2862,Prior criminal record,2022-11-29
20641,30731,23082,CCTV footage,2019-10-23
20642,4537,20090,Suspicious behaviour reported,2022-11-24
20643,6774,9052,Prior criminal record,2022-05-23
20644,6774,18775,Prior criminal record,2021-03-03
20645,9276,16398,CCTV footage,2020-03-11
20646,25091,18071,Suspicious behaviour reported,2022-03-08
20647,8387,5530,Seen near crime scene,2023-03-05
20648,8387,13600,Seen near crime scene,2023-06-29
20649,15399,27594,Suspicious behaviour reported,2022-08-31
20650,18069,2922,CCTV footage,2019-10-28
20651,22852,26492,Suspicious behaviour reported,2023-08-15
20652,22852,257,Phone call records,2019-05-26
20653,15922,27598,Phone call records,2021-04-20
20654,32814,19329,Witness testimony,2019-12-27
20655,29273,17145,CCTV footage,2020-11-11
20656,35531,23026,Witness testimony,2020-10-20
20657,35531,10215,CCTV footage,2020-04-10
20658,10714,2585,Prior criminal record,2019-03-11
20659,4645,29460,Prior criminal record,2019-05-29
20660,4645,30700,CCTV footage,2023-03-23
20661,14119,3572,Phone call records,2019-01-24
20662,14119,16498,Seen near crime scene,2021-11-09
20663,6870,26705,Prior criminal record,2021-08-31
20664,21508,27631,Prior criminal record,2022-11-06
20665,10730,20363,Suspicious behaviour reported,2023-09-03
20666,32774,25151,Witness testimony,2020-12-26
20667,13971,4538,Prior criminal record,2022-11-15
20668,4855,15938,Seen near crime scene,2021-12-19
20669,23475,14246,Seen near crime scene,2020-10-12
20670,11310,2337,Prior criminal record,2020-11-07
20671,20785,25356,Witness testimony,2023-04-21
20672,17808,15397,Witness testimony,2020-04-30
20673,12561,31055,CCTV footage,2020-08-28
20674,31738,29597,Prior criminal record,2023-03-07
20675,27187,15234,Seen near crime scene,2022-03-15
20676,16718,28741,Suspicious behaviour reported,2021-09-30
20677,1972,30637,Suspicious behaviour reported,2022-07-09
20678,1487,3176,Seen near crime scene,2023-10-28
20679,1487,8703,Witness testimony,2019-08-25
20680,22550,12268,Phone call records,2022-07-03
20681,17101,26024,Phone call records,2022-02-28
20682,17101,11543,Phone call records,2023-11-23
20683,19615,24571,Witness testimony,2020-05-28
20684,11082,13451,Witness testimony,2023-09-12
20685,2299,9662,Seen near crime scene,2022-03-18
20686,2299,10779,Phone call records,2021-02-25
20687,13687,357,CCTV footage,2023-02-27
20688,11898,19677,Phone call records,2021-08-30
20689,29296,22111,CCTV footage,2021-03-06
20690,9538,4986,CCTV footage,2021-05-24
20691,37466,30261,Witness testimony,2023-11-29
20692,37466,21840,Suspicious behaviour reported,2019-12-08
20693,30859,4010,CCTV footage,2022-07-24
20694,13149,19451,CCTV footage,2019-03-02
20695,13149,18548,Suspicious behaviour reported,2019-10-30
20696,3626,15686,Witness testimony,2022-05-29
20697,3626,15679,CCTV footage,2020-03-14
20698,1423,27484,CCTV footage,2020-05-22
20699,1030,1111,Witness testimony,2021-06-26
20700,1030,20136,Suspicious behaviour reported,2022-04-03
20701,13274,1181,Suspicious behaviour reported,2019-09-15
20702,26747,18219,Suspicious behaviour reported,2021-04-21
20703,28346,2554,Phone call records,2022-11-11
20704,6912,18893,Prior criminal record,2022-03-14
20705,28729,19402,Phone call records,2023-08-16
20706,10304,30920,Prior criminal record,2019-01-08
20707,36520,5774,Suspicious behaviour reported,2022-01-06
20708,9310,29120,Prior criminal record,2020-08-08
20709,9310,27099,CCTV footage,2021-12-13
20710,3085,25531,Seen near crime scene,2021-01-06
20711,15989,14100,CCTV footage,2020-10-10
20712,15989,13499,CCTV footage,2019-03-26
20713,38773,15789,Witness testimony,2019-01-22
20714,39689,7818,Prior criminal record,2023-07-08
20715,15369,15032,Phone call records,2020-08-11
20716,15369,19751,Suspicious behaviour reported,2021-01-01
20717,31308,26790,Phone call records,2019-02-25
20718,28950,12496,Phone call records,2022-11-18
20719,29144,19299,Seen near crime scene,2020-01-01
20720,37252,16265,Seen near crime scene,2019-06-22
20721,29104,22127,Phone call records,2020-09-22
20722,11298,30252,Prior criminal record,2023-09-17
20723,11849,4648,Witness testimony,2022-03-07
20724,1391,10170,Prior criminal record,2023-07-31
20725,37573,31866,Seen near crime scene,2020-09-10
20726,37573,7469,Witness testimony,2019-10-18
20727,4976,3513,Seen near crime scene,2022-09-11
20728,4976,15185,Witness testimony,2020-08-23
20729,10553,31530,Seen near crime scene,2019-07-17
20730,18312,3391,Phone call records,2022-09-09
20731,14997,13917,Seen near crime scene,2023-12-05
20732,14997,25134,Phone call records,2023-11-08
20733,3173,29502,Phone call records,2022-02-10
20734,22098,25458,Phone call records,2022-10-30
20735,4405,7652,Prior criminal record,2023-08-16
20736,18925,21263,Prior criminal record,2022-11-11
20737,20557,4852,Phone call records,2022-09-26
20738,2148,8924,Prior criminal record,2021-03-02
20739,18704,24640,Prior criminal record,2023-11-08
20740,32448,3046,Phone call records,2019-11-04
20741,34476,23721,Phone call records,2019-01-08
20742,19168,22564,Phone call records,2020-02-18
20743,19556,8888,CCTV footage,2023-04-23
20744,22834,31903,Seen near crime scene,2021-09-16
20745,22690,17722,Seen near crime scene,2019-03-22
20746,1161,27377,Prior criminal record,2019-10-27
20747,2882,21715,CCTV footage,2022-06-16
20748,35922,19391,Seen near crime scene,2022-07-27
20749,27155,6392,Suspicious behaviour reported,2020-01-26
20750,27155,7403,Witness testimony,2022-10-20
20751,36807,15866,Prior criminal record,2022-12-27
20752,2369,26606,CCTV footage,2021-08-21
20753,14542,12185,Seen near crime scene,2020-06-22
20754,14542,26811,CCTV footage,2020-06-11
20755,35747,2541,Prior criminal record,2023-12-01
20756,21125,8546,Prior criminal record,2023-06-13
20757,5685,7606,Prior criminal record,2019-03-12
20758,28552,31736,Witness testimony,2023-05-06
20759,14180,2436,Witness testimony,2019-10-06
20760,1062,25047,CCTV footage,2019-04-15
20761,31409,18071,Seen near crime scene,2020-12-02
20762,17164,31090,Phone call records,2019-02-25
20763,14026,5819,CCTV footage,2020-12-10
20764,18765,18944,Witness testimony,2023-03-21
20765,27865,8326,Witness testimony,2021-12-23
20766,30146,12235,Phone call records,2021-12-19
20767,31495,2398,Suspicious behaviour reported,2023-07-01
20768,27194,6652,Phone call records,2023-10-10
20769,3696,2920,Phone call records,2020-02-08
20770,6960,30984,Phone call records,2021-02-20
20771,34230,25907,Seen near crime scene,2019-05-02
20772,34230,24853,Suspicious behaviour reported,2022-01-02
20773,8975,12261,Phone call records,2022-12-18
20774,2272,25091,Witness testimony,2020-09-06
20775,25520,7956,CCTV footage,2020-01-07
20776,5276,11243,Prior criminal record,2022-07-05
20777,15814,31734,Phone call records,2020-06-04
20778,28034,8395,Prior criminal record,2022-08-07
20779,39965,24038,Seen near crime scene,2020-02-16
20780,2893,26549,Suspicious behaviour reported,2020-10-24
20781,24511,18329,Witness testimony,2021-06-05
20782,17318,31082,Phone call records,2023-09-14
20783,22960,19348,Prior criminal record,2020-10-08
20784,25246,2501,Prior criminal record,2019-02-03
20785,21132,21429,Phone call records,2021-08-12
20786,20306,25937,Suspicious behaviour reported,2020-02-26
20787,20306,12740,Prior criminal record,2019-08-04
20788,37630,24340,Seen near crime scene,2019-04-15
20789,18067,11317,Suspicious behaviour reported,2022-02-04
20790,18067,5998,Witness testimony,2023-08-29
20791,19981,22456,Seen near crime scene,2020-09-09
20792,19981,26285,Witness testimony,2022-06-22
20793,10893,29121,CCTV footage,2022-09-01
20794,23149,18878,Suspicious behaviour reported,2019-01-09
20795,23149,31680,Prior criminal record,2019-02-28
20796,12530,3770,CCTV footage,2022-11-22
20797,37749,26378,Phone call records,2022-08-12
20798,30778,30382,Phone call records,2020-08-05
20799,28207,9184,Prior criminal record,2019-03-02
20800,28207,9469,Seen near crime scene,2020-07-31
20801,4369,5723,Phone call records,2023-07-07
20802,39896,10882,CCTV footage,2019-07-05
20803,35442,5256,Prior criminal record,2023-08-25
20804,14076,7790,Prior criminal record,2022-05-22
20805,5800,15110,Suspicious behaviour reported,2021-08-16
20806,5800,9505,Phone call records,2021-08-09
20807,29312,19500,CCTV footage,2020-07-24
20808,36916,5077,Seen near crime scene,2023-07-20
20809,2814,713,Suspicious behaviour reported,2021-07-24
20810,2814,12631,Suspicious behaviour reported,2023-12-28
20811,39129,6936,CCTV footage,2023-03-27
20812,921,26282,CCTV footage,2020-01-27
20813,4943,23346,Witness testimony,2020-12-26
20814,1955,12743,Suspicious behaviour reported,2023-03-14
20815,1955,1571,CCTV footage,2021-06-28
20816,27610,5510,Phone call records,2022-11-05
20817,10674,15588,CCTV footage,2022-08-08
20818,33653,20615,Seen near crime scene,2021-03-17
20819,11687,25220,Suspicious behaviour reported,2023-11-12
20820,23117,14221,Suspicious behaviour reported,2023-02-07
20821,12066,30943,Phone call records,2022-06-15
20822,29382,13518,Witness testimony,2020-09-27
20823,38673,11642,Seen near crime scene,2019-04-09
20824,38673,9029,Suspicious behaviour reported,2022-11-10
20825,31024,23951,Witness testimony,2021-07-21
20826,31024,5327,Seen near crime scene,2019-02-19
20827,33483,965,Witness testimony,2022-07-20
20828,1540,3040,Seen near crime scene,2019-03-03
20829,24268,13746,Suspicious behaviour reported,2019-12-30
20830,37600,26745,Witness testimony,2021-02-26
20831,20977,28641,Suspicious behaviour reported,2022-08-17
20832,20977,26550,Witness testimony,2022-11-03
20833,4122,1389,Prior criminal record,2022-01-01
20834,18992,23990,Suspicious behaviour reported,2020-08-08
20835,24638,27988,Suspicious behaviour reported,2021-06-02
20836,29016,12940,Prior criminal record,2022-02-22
20837,2432,10179,Witness testimony,2023-09-28
20838,2432,12374,Witness testimony,2023-07-28
20839,17668,24887,Phone call records,2022-04-01
20840,23621,21052,Witness testimony,2019-04-22
20841,23621,22457,Phone call records,2021-09-02
20842,9783,5407,CCTV footage,2020-03-13
20843,9783,30247,Prior criminal record,2023-07-14
20844,14850,167,Prior criminal record,2023-12-27
20845,17269,22529,Prior criminal record,2022-05-30
20846,17269,28159,Suspicious behaviour reported,2023-08-13
20847,23102,17811,CCTV footage,2021-06-18
20848,21894,31885,Suspicious behaviour reported,2020-06-11
20849,5058,6393,Witness testimony,2023-12-05
20850,39665,8604,CCTV footage,2021-10-23
20851,39665,22264,CCTV footage,2019-09-02
20852,21632,9958,Suspicious behaviour reported,2023-02-01
20853,14751,26168,Witness testimony,2023-09-28
20854,15726,23683,Witness testimony,2019-07-19
20855,40039,29304,Phone call records,2019-10-22
20856,28374,2910,Suspicious behaviour reported,2019-01-17
20857,39550,2150,Phone call records,2020-06-01
20858,32670,17300,CCTV footage,2022-02-10
20859,4286,23486,Seen near crime scene,2021-04-04
20860,38023,14025,CCTV footage,2022-03-01
20861,38023,4133,Prior criminal record,2023-06-07
20862,8038,20348,CCTV footage,2021-10-05
20863,2931,18278,CCTV footage,2022-11-15
20864,2931,4684,CCTV footage,2019-06-06
20865,2029,28834,Suspicious behaviour reported,2021-02-18
20866,31449,1814,CCTV footage,2022-07-28
20867,31449,11185,Phone call records,2022-09-11
20868,13781,9922,Suspicious behaviour reported,2023-10-14
20869,7440,30763,Phone call records,2021-11-18
20870,7308,1534,Witness testimony,2023-02-08
20871,18344,3556,Suspicious behaviour reported,2023-12-22
20872,20453,11857,Phone call records,2021-12-17
20873,1126,13956,CCTV footage,2022-08-07
20874,12342,24652,Seen near crime scene,2019-12-19
20875,4157,12715,Seen near crime scene,2022-03-29
20876,3657,230,Seen near crime scene,2022-02-27
20877,16267,24803,Prior criminal record,2021-07-23
20878,471,15964,Seen near crime scene,2022-09-13
20879,17132,5023,Suspicious behaviour reported,2023-01-05
20880,26509,8580,Prior criminal record,2020-09-24
20881,15450,11512,Suspicious behaviour reported,2023-05-01
20882,25144,914,CCTV footage,2020-09-15
20883,25144,21011,Suspicious behaviour reported,2019-01-22
20884,16081,29427,Phone call records,2020-12-29
20885,29272,9951,Suspicious behaviour reported,2019-01-21
20886,22762,18656,Witness testimony,2019-03-30
20887,1868,25436,Prior criminal record,2020-05-26
20888,8878,11202,Seen near crime scene,2019-10-18
20889,28215,18461,Suspicious behaviour reported,2019-11-16
20890,17878,16533,CCTV footage,2021-03-09
20891,32975,24456,Witness testimony,2021-12-11
20892,21461,16561,Suspicious behaviour reported,2023-01-21
20893,27900,8462,Phone call records,2022-12-06
20894,22340,21940,Suspicious behaviour reported,2019-04-11
20895,18542,5467,Prior criminal record,2023-11-12
20896,24489,8522,Prior criminal record,2020-05-27
20897,24489,7144,Prior criminal record,2021-10-14
20898,12221,30994,Seen near crime scene,2019-10-20
20899,12648,25296,Prior criminal record,2020-05-27
20900,20995,20018,Phone call records,2021-05-29
20901,20995,26000,CCTV footage,2021-04-04
20902,37849,6483,Seen near crime scene,2022-05-28
20903,9516,24169,Phone call records,2022-07-31
20904,39999,1499,CCTV footage,2023-08-22
20905,2960,19688,CCTV footage,2023-12-27
20906,2960,24028,Phone call records,2023-05-08
20907,22743,11393,Seen near crime scene,2020-10-15
20908,21249,8016,Seen near crime scene,2022-09-18
20909,27566,19164,Prior criminal record,2023-01-19
20910,27566,25755,Seen near crime scene,2021-08-14
20911,28383,6165,Witness testimony,2020-03-26
20912,28383,22344,CCTV footage,2023-05-08
20913,35319,17030,Suspicious behaviour reported,2022-02-24
20914,4888,27107,Prior criminal record,2019-12-15
20915,36851,24931,Witness testimony,2019-05-12
20916,6227,26617,Witness testimony,2022-10-01
20917,38619,21354,Prior criminal record,2020-06-17
20918,32689,31864,Suspicious behaviour reported,2023-06-16
20919,34600,31959,Witness testimony,2020-08-11
20920,7670,7780,Phone call records,2023-01-20
20921,7670,4704,Witness testimony,2023-07-17
20922,28176,24409,Seen near crime scene,2019-08-15
20923,3546,25919,Phone call records,2021-01-06
20924,23145,2945,Prior criminal record,2023-07-28
20925,22421,27466,Phone call records,2023-03-01
20926,35695,21240,Seen near crime scene,2021-12-02
20927,9446,10643,Seen near crime scene,2020-02-15
20928,26329,30524,Witness testimony,2023-12-13
20929,26329,18163,Prior criminal record,2022-12-10
20930,12952,1795,Seen near crime scene,2021-05-06
20931,19537,28439,Suspicious behaviour reported,2019-02-13
20932,22498,1296,Seen near crime scene,2023-11-05
20933,10658,31161,Suspicious behaviour reported,2022-12-16
20934,25236,27444,Seen near crime scene,2022-12-13
20935,25236,6010,Witness testimony,2021-09-25
20936,5258,29999,Phone call records,2023-06-21
20937,5258,2037,Seen near crime scene,2022-10-18
20938,35889,17382,Seen near crime scene,2019-05-21
20939,23842,2529,Prior criminal record,2022-04-02
20940,4004,1422,Witness testimony,2022-06-01
20941,39026,10871,CCTV footage,2020-01-28
20942,36627,27925,Prior criminal record,2022-06-27
20943,35643,27070,Witness testimony,2022-07-26
20944,38544,12960,CCTV footage,2020-01-07
20945,20314,8192,Seen near crime scene,2020-02-24
20946,20314,3729,Seen near crime scene,2019-07-01
20947,1094,25440,CCTV footage,2021-11-06
20948,8939,12519,CCTV footage,2019-10-15
20949,17585,11725,CCTV footage,2019-04-07
20950,17585,16811,CCTV footage,2019-04-03
20951,27149,12040,Prior criminal record,2023-07-24
20952,10917,12794,Seen near crime scene,2021-09-27
20953,10917,17832,Prior criminal record,2023-09-05
20954,19895,4667,Seen near crime scene,2022-02-12
20955,19895,3585,CCTV footage,2021-10-27
20956,16744,29346,Seen near crime scene,2023-07-29
20957,35765,16117,Seen near crime scene,2023-08-29
20958,20397,1972,Witness testimony,2023-07-02
20959,12899,12143,Phone call records,2019-02-25
20960,36755,10487,Prior criminal record,2021-07-16
20961,36755,28785,Suspicious behaviour reported,2022-03-06
20962,33946,31388,Witness testimony,2020-03-30
20963,23660,13419,Seen near crime scene,2020-06-08
20964,29471,18429,Prior criminal record,2021-07-09
20965,27977,110,Seen near crime scene,2023-12-22
20966,27977,14646,Suspicious behaviour reported,2019-05-28
20967,39041,28485,CCTV footage,2019-04-18
20968,39041,8782,Prior criminal record,2021-12-17
20969,21578,7366,Suspicious behaviour reported,2023-03-08
20970,21578,105,Witness testimony,2023-08-27
20971,4180,25427,Suspicious behaviour reported,2020-02-16
20972,4180,26224,Phone call records,2021-11-30
20973,2871,1879,Seen near crime scene,2022-07-15
20974,23362,20943,Seen near crime scene,2021-10-06
20975,29100,19149,Prior criminal record,2022-01-06
20976,1589,13781,CCTV footage,2019-03-29
20977,6136,1823,Suspicious behaviour reported,2022-01-22
20978,7671,1236,Phone call records,2020-07-19
20979,7671,31808,Suspicious behaviour reported,2020-11-12
20980,37242,17304,Witness testimony,2020-12-27
20981,30101,20487,Seen near crime scene,2021-08-18
20982,9374,29792,Suspicious behaviour reported,2020-02-14
20983,6174,3751,CCTV footage,2022-09-17
20984,14204,94,Suspicious behaviour reported,2023-09-16
20985,39139,5592,Prior criminal record,2019-09-26
20986,37168,10443,Suspicious behaviour reported,2022-10-08
20987,37168,26223,CCTV footage,2023-12-31
20988,2703,16268,CCTV footage,2019-01-29
20989,2703,2289,Suspicious behaviour reported,2023-05-11
20990,20842,15373,CCTV footage,2019-12-15
20991,9460,19732,Phone call records,2020-09-14
20992,9460,23220,Witness testimony,2021-08-28
20993,13388,11783,Suspicious behaviour reported,2023-11-09
20994,10367,12896,CCTV footage,2022-06-24
20995,23599,23126,Witness testimony,2022-03-23
20996,23599,10888,Witness testimony,2021-11-21
20997,6113,27093,CCTV footage,2021-02-19
20998,39747,22834,Witness testimony,2020-06-28
20999,19100,24824,Seen near crime scene,2021-05-01
21000,11244,31289,Witness testimony,2019-04-17
21001,20424,10487,Prior criminal record,2022-04-18
21002,13999,10830,CCTV footage,2021-11-10
21003,15017,29964,Phone call records,2022-08-01
21004,4389,3680,Phone call records,2019-03-20
21005,39964,21594,Phone call records,2020-12-18
21006,9971,19811,Witness testimony,2019-06-28
21007,34548,8036,Prior criminal record,2022-04-23
21008,10190,15143,Suspicious behaviour reported,2023-12-22
21009,10190,3587,CCTV footage,2022-08-16
21010,4764,5332,CCTV footage,2020-10-31
21011,14683,7407,Prior criminal record,2019-07-12
21012,32574,18199,Phone call records,2020-10-28
21013,996,25272,CCTV footage,2019-10-25
21014,3452,4148,Prior criminal record,2019-10-29
21015,19165,21677,Suspicious behaviour reported,2021-03-09
21016,18663,3515,Phone call records,2023-05-02
21017,18663,9426,Prior criminal record,2019-07-27
21018,580,4476,Prior criminal record,2023-07-05
21019,580,18824,Seen near crime scene,2020-12-21
21020,2991,18611,Phone call records,2020-10-09
21021,2933,26293,Seen near crime scene,2019-12-05
21022,11567,23854,CCTV footage,2020-04-15
21023,23773,8765,Phone call records,2019-09-11
21024,23773,20111,CCTV footage,2021-03-04
21025,34839,27706,CCTV footage,2020-02-24
21026,34839,26238,CCTV footage,2019-02-21
21027,6689,10961,Prior criminal record,2020-06-15
21028,6689,19293,CCTV footage,2020-05-19
21029,4711,24622,Phone call records,2019-04-06
21030,27981,16998,Witness testimony,2019-10-19
21031,27981,11691,Phone call records,2021-06-19
21032,7629,2379,Phone call records,2021-09-22
21033,7629,13009,Seen near crime scene,2019-12-23
21034,12294,23234,Phone call records,2021-05-20
21035,18924,5584,Witness testimony,2019-02-27
21036,18924,15462,Phone call records,2019-11-20
21037,3821,18407,Witness testimony,2023-02-28
21038,1895,20502,Seen near crime scene,2022-06-11
21039,25116,5789,Prior criminal record,2021-12-15
21040,1211,2660,CCTV footage,2020-07-10
21041,37451,6495,Seen near crime scene,2022-02-28
21042,37451,13396,Phone call records,2021-05-09
21043,20258,416,Seen near crime scene,2020-01-21
21044,19723,26637,Phone call records,2021-05-30
21045,5495,12372,Witness testimony,2021-02-21
21046,6436,10984,Witness testimony,2021-08-02
21047,2555,1219,Suspicious behaviour reported,2023-01-19
21048,26752,19164,CCTV footage,2022-04-06
21049,27634,8662,Phone call records,2023-03-21
21050,27634,12829,CCTV footage,2021-11-19
21051,38801,28269,Prior criminal record,2021-09-24
21052,38252,11033,Seen near crime scene,2021-08-14
21053,27495,31989,Phone call records,2023-08-30
21054,27495,22013,CCTV footage,2019-04-10
21055,27648,9586,Phone call records,2020-05-22
21056,8095,24427,CCTV footage,2019-01-29
21057,29072,2830,Witness testimony,2021-09-08
21058,21109,3433,Phone call records,2019-07-12
21059,39905,13470,CCTV footage,2021-08-11
21060,39240,5193,Seen near crime scene,2019-02-15
21061,23477,7498,Witness testimony,2021-07-04
21062,3257,14773,Suspicious behaviour reported,2021-04-16
21063,11686,15105,CCTV footage,2020-12-19
21064,11686,21312,Seen near crime scene,2021-12-30
21065,593,3651,CCTV footage,2021-02-26
21066,39172,24233,Suspicious behaviour reported,2023-09-03
21067,39172,13080,Phone call records,2022-09-17
21068,23071,29391,Prior criminal record,2021-01-28
21069,34144,6875,Phone call records,2020-10-27
21070,10406,21573,Prior criminal record,2021-09-09
21071,10406,1759,Prior criminal record,2023-08-25
21072,38308,15138,Suspicious behaviour reported,2023-03-25
21073,35522,9171,CCTV footage,2019-09-28
21074,897,24224,Seen near crime scene,2023-05-13
21075,897,6577,Witness testimony,2023-06-10
21076,34580,19253,Prior criminal record,2019-09-16
21077,34580,24864,CCTV footage,2022-09-05
21078,20056,18609,Suspicious behaviour reported,2023-12-27
21079,8101,11552,Suspicious behaviour reported,2023-01-18
21080,29014,20100,Phone call records,2021-11-22
21081,23517,750,Suspicious behaviour reported,2023-07-12
21082,30619,7953,Prior criminal record,2019-06-07
21083,30523,31490,Witness testimony,2021-12-07
21084,30523,8060,Suspicious behaviour reported,2023-04-07
21085,7554,28487,Prior criminal record,2021-12-15
21086,13284,20213,Prior criminal record,2020-04-30
21087,35839,27630,Seen near crime scene,2023-06-09
21088,39660,391,CCTV footage,2019-08-19
21089,15531,8946,Seen near crime scene,2021-04-03
21090,15531,11415,Witness testimony,2023-10-08
21091,15671,28001,CCTV footage,2020-11-25
21092,30598,24744,Witness testimony,2021-08-29
21093,3459,28290,Witness testimony,2019-05-29
21094,34538,7612,Seen near crime scene,2021-05-25
21095,35134,416,Prior criminal record,2023-02-06
21096,38601,28545,Suspicious behaviour reported,2021-05-01
21097,31599,21353,Prior criminal record,2019-04-02
21098,5634,15209,Suspicious behaviour reported,2022-03-25
21099,7457,23970,Seen near crime scene,2020-09-13
21100,37075,7352,Seen near crime scene,2020-02-06
21101,31279,24245,Suspicious behaviour reported,2020-07-29
21102,26932,23149,Prior criminal record,2021-03-03
21103,10092,12902,Suspicious behaviour reported,2020-11-13
21104,24778,4835,Seen near crime scene,2020-06-02
21105,24778,844,Seen near crime scene,2021-10-10
21106,2627,14769,Witness testimony,2021-10-17
21107,521,5694,Suspicious behaviour reported,2020-09-17
21108,39335,30248,Witness testimony,2023-04-12
21109,13565,1441,Phone call records,2020-10-25
21110,18809,31750,CCTV footage,2023-03-12
21111,28982,6594,Witness testimony,2021-10-11
21112,7244,22820,CCTV footage,2023-09-18
21113,10327,14819,CCTV footage,2022-10-05
21114,28218,6269,Phone call records,2019-10-13
21115,21622,30217,Suspicious behaviour reported,2023-10-31
21116,23486,4289,Witness testimony,2022-02-19
21117,10452,6549,CCTV footage,2023-04-22
21118,6934,24205,Seen near crime scene,2021-09-09
21119,15327,7998,Suspicious behaviour reported,2023-02-18
21120,11798,31360,Seen near crime scene,2022-01-07
21121,17581,18915,Suspicious behaviour reported,2022-10-04
21122,35792,2575,CCTV footage,2019-11-09
21123,4835,22856,Prior criminal record,2021-04-13
21124,38044,11355,CCTV footage,2021-02-27
21125,3566,1186,Phone call records,2019-01-20
21126,11826,6431,Suspicious behaviour reported,2020-05-13
21127,18774,444,Witness testimony,2019-01-19
21128,8598,29432,Phone call records,2020-09-04
21129,8598,21820,Witness testimony,2019-08-19
21130,29190,391,Seen near crime scene,2023-04-10
21131,13188,17250,Prior criminal record,2020-03-02
21132,28553,26438,Seen near crime scene,2020-07-15
21133,5200,23845,Suspicious behaviour reported,2023-08-23
21134,15677,31866,CCTV footage,2021-03-28
21135,1969,146,Witness testimony,2020-03-28
21136,1969,23411,Prior criminal record,2022-07-18
21137,21733,23747,Prior criminal record,2022-12-23
21138,7323,2952,Phone call records,2021-04-25
21139,7323,11712,Prior criminal record,2020-04-22
21140,27840,20059,Witness testimony,2021-05-16
21141,27840,30704,Witness testimony,2020-01-09
21142,25619,31574,Phone call records,2021-04-05
21143,15439,4619,Phone call records,2022-06-03
21144,30339,23761,Phone call records,2021-05-19
21145,30339,25824,Phone call records,2021-05-12
21146,17371,24154,Phone call records,2021-06-13
21147,32355,18699,Prior criminal record,2021-04-25
21148,6120,25608,Suspicious behaviour reported,2023-02-12
21149,19131,28279,Suspicious behaviour reported,2022-10-01
21150,23136,13159,Prior criminal record,2021-09-23
21151,2505,2359,Phone call records,2023-03-18
21152,2505,2864,CCTV footage,2022-12-27
21153,37471,18748,Seen near crime scene,2023-01-20
21154,37471,6417,Phone call records,2020-09-01
21155,23426,17003,Seen near crime scene,2021-09-19
21156,37251,25863,Phone call records,2020-04-01
21157,15430,20510,Seen near crime scene,2022-12-21
21158,15430,31757,Witness testimony,2021-11-23
21159,15336,31083,Seen near crime scene,2019-09-14
21160,15336,23194,Seen near crime scene,2019-12-18
21161,21094,19595,Prior criminal record,2019-09-04
21162,39705,9451,Seen near crime scene,2022-02-25
21163,39705,21567,CCTV footage,2022-02-22
